city_slug,source_id,name,category_slug,category_source,address,postal_code,latitude,longitude,phone,website,social_url,website_status,source_timestamp,duplicate_status,duplicate_reason,review_reason,raw_tags
brussels,osm:node/27269823,Victoire,pharmacy,amenity=pharmacy,,,50.8313153,4.347231,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""pharmacy"", ""healthcare"": ""pharmacy"", ""name"": ""Victoire""}"
brussels,osm:node/60574469,Novotel Brussels Airport,hotel,tourism=hotel,,,50.8931076,4.4617043,+32 2 714 56 30,https://all.accor.com/hotel/0467/index.en.shtml,,WEBSITE_PRESENT,2026-08-19T11:26:31.713208+00:00,existing_duplicate,"source id, name/address, phone, or website matched existing listing",,"{""contact:phone"": ""+32 2 714 56 30"", ""contact:website"": ""https://all.accor.com/hotel/0467/index.en.shtml"", ""name"": ""Novotel Brussels Airport"", ""operator"": ""Novotel"", ""tourism"": ""hotel""}"
brussels,osm:node/60574471,L'Ascoli,restaurant,amenity=restaurant,Hector Henneaulaan 136,1930,50.8801916,4.4689012,+32 2 725 45 45,http://ascolizaventem.weebly.com/,,WEBSITE_PRESENT,2026-08-19T11:26:31.713208+00:00,clean,,,"{""addr:housenumber"": ""136"", ""addr:postcode"": ""1930"", ""addr:street"": ""Hector Henneaulaan"", ""amenity"": ""restaurant"", ""name"": ""L'Ascoli"", ""phone"": ""+32 2 725 45 45"", ""website"": ""http://ascolizaventem.weebly.com/""}"
brussels,osm:node/60574472,Taverne,restaurant,amenity=restaurant,,,50.8811825,4.4743195,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""restaurant"", ""name"": ""Taverne""}"
brussels,osm:node/60574473,Pizza Romano,restaurant,amenity=restaurant,,,50.8819038,4.4731246,+32 2 725 66 86,https://piazzaromano.be/,,WEBSITE_PRESENT,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""restaurant"", ""name"": ""Pizza Romano"", ""phone"": ""+32 2 725 66 86"", ""website"": ""https://piazzaromano.be/""}"
brussels,osm:node/192578075,Deroisy,pharmacy,amenity=pharmacy,,,50.8528368,4.3555072,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""pharmacy"", ""healthcare"": ""pharmacy"", ""name"": ""Deroisy""}"
brussels,osm:node/231403522,Regniers,pharmacy,amenity=pharmacy,,,50.8322047,4.3522097,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""pharmacy"", ""healthcare"": ""pharmacy"", ""name"": ""Regniers""}"
brussels,osm:node/231405868,multiPharma,pharmacy,amenity=pharmacy,,,50.8305121,4.345792,,https://www.multipharma.be,,WEBSITE_PRESENT,2026-08-19T11:26:31.713208+00:00,existing_duplicate,"source id, name/address, phone, or website matched existing listing",,"{""amenity"": ""pharmacy"", ""brand"": ""Multipharma"", ""healthcare"": ""pharmacy"", ""name"": ""multiPharma"", ""operator"": ""multiPharma"", ""website"": ""https://www.multipharma.be""}"
brussels,osm:node/234494737,Panam,restaurant,amenity=restaurant,,,50.8240271,4.3593328,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""restaurant"", ""name"": ""Panam""}"
brussels,osm:node/234524306,L'Ultime Atome,restaurant,amenity=restaurant,,,50.8359295,4.3644108,+32 2 513 48 84,https://www.ultimeatome.be,UltimeAtome.be,WEBSITE_PRESENT,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""restaurant"", ""contact:facebook"": ""UltimeAtome.be"", ""contact:instagram"": ""_ultime_atome_"", ""contact:phone"": ""+32 2 513 48 84"", ""contact:website"": ""https://www.ultimeatome.be"", ""name"": ""L'Ultime Atome""}"
brussels,osm:node/234524310,Le clan des Belges,restaurant,amenity=restaurant,,,50.8356075,4.3648084,+32 2 511 11 21,https://www.leclandesbelges.be,,WEBSITE_PRESENT,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""restaurant"", ""contact:phone"": ""+32 2 511 11 21"", ""contact:website"": ""https://www.leclandesbelges.be"", ""name"": ""Le clan des Belges""}"
brussels,osm:node/234527383,Outlet Store,clothing-store,shop=clothes,,,50.8371469,4.3621016,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""name"": ""Outlet Store"", ""shop"": ""clothes""}"
brussels,osm:node/240749706,Le Chaff,bars-pubs,amenity=pub,,,50.8375152,4.3457359,,,bistrolechaff,SOCIAL_ONLY,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""pub"", ""contact:facebook"": ""bistrolechaff"", ""name"": ""Le Chaff""}"
brussels,osm:node/251008442,Roxi,bars-pubs,amenity=pub,,,50.8256727,4.3600852,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""pub"", ""name"": ""Roxi""}"
brussels,osm:node/257507795,Carrefour Market,supermarkets,shop=supermarket,,,50.8173522,4.3642073,,https://magasins.carrefour.eu/fr/s/carrefour/carrefour-market-moliere/142,,WEBSITE_PRESENT,2026-08-19T11:26:31.713208+00:00,clean,,,"{""brand"": ""Carrefour Market"", ""name"": ""Carrefour Market"", ""operator"": ""Groupe Carrefour"", ""shop"": ""supermarket"", ""website"": ""https://magasins.carrefour.eu/fr/s/carrefour/carrefour-market-moliere/142""}"
brussels,osm:node/259674901,Thon Hotel Brussels City Centre,hotel,tourism=hotel,,,50.8560176,4.3572736,+32 2 205 15 11,https://www.thonhotels.com/our-hotels/belgium/brussels/thon-hotel-brussels-city-centre/,,WEBSITE_PRESENT,2026-08-19T11:26:31.713208+00:00,clean,,,"{""contact:phone"": ""+32 2 205 15 11"", ""contact:website"": ""https://www.thonhotels.com/our-hotels/belgium/brussels/thon-hotel-brussels-city-centre/"", ""name"": ""Thon Hotel Brussels City Centre"", ""operator"": ""Thon Hotels"", ""tourism"": ""hotel""}"
brussels,osm:node/264491306,ibis,hotel,tourism=hotel,,,50.8361163,4.3387554,+32 2 620 04 25,https://ibishotel.com,,WEBSITE_PRESENT,2026-08-19T11:26:31.713208+00:00,clean,,,"{""brand"": ""Ibis"", ""contact:phone"": ""+32 2 620 04 25"", ""contact:website"": ""https://ibishotel.com"", ""name"": ""ibis"", ""operator"": ""Accor"", ""tourism"": ""hotel""}"
brussels,osm:node/288716301,Colruyt,supermarkets,shop=supermarket,,,50.872846,4.340822,+32 2 424 06 61,https://www.colruyt.be/fr/recherche-de-magasin/colruyt-laeken,,WEBSITE_PRESENT,2026-08-19T11:26:31.713208+00:00,existing_duplicate,"source id, name/address, phone, or website matched existing listing",,"{""brand"": ""Colruyt"", ""contact:phone"": ""+32 2 424 06 61"", ""contact:website"": ""https://www.colruyt.be/fr/recherche-de-magasin/colruyt-laeken"", ""name"": ""Colruyt"", ""operator"": ""Colruyt Group"", ""shop"": ""supermarket""}"
brussels,osm:node/288781222,Bio-Planet,supermarkets,shop=supermarket,,,50.8298304,4.3443178,+32 2 616 78 93,https://www.bioplanet.be/fr/magasins/4000,,WEBSITE_PRESENT,2026-08-19T11:26:31.713208+00:00,existing_duplicate,"source id, name/address, phone, or website matched existing listing",,"{""brand"": ""Bio-Planet"", ""contact:phone"": ""+32 2 616 78 93"", ""contact:website"": ""https://www.bioplanet.be/fr/magasins/4000"", ""name"": ""Bio-Planet"", ""operator"": ""Colruyt Group"", ""shop"": ""supermarket""}"
brussels,osm:node/299536045,Hôtel Hobbit,hotel,tourism=hotel,,,50.8753811,4.4577228,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""name"": ""Hôtel Hobbit"", ""tourism"": ""hotel""}"
brussels,osm:node/303294906,In De Kroon,cafe,amenity=cafe,,,50.8694258,4.4499229,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""cafe"", ""name"": ""In De Kroon""}"
brussels,osm:node/303294908,Restaurant Pirate-Café Brasserie,restaurant,amenity=restaurant,,,50.8680663,4.4522992,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""restaurant"", ""name"": ""Restaurant Pirate-Café Brasserie""}"
brussels,osm:node/303986897,Le Thème Brussels,restaurant,amenity=restaurant,,,50.8787444,4.4565767,,https://theme-officiel.com/,,WEBSITE_PRESENT,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""restaurant"", ""contact:website"": ""https://theme-officiel.com/"", ""name"": ""Le Thème Brussels""}"
brussels,osm:node/303986940,Hôtel Restaurant Campanile,hotel,tourism=hotel,,,50.8810107,4.4571242,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""name"": ""Hôtel Restaurant Campanile"", ""tourism"": ""hotel""}"
brussels,osm:node/305178282,Le Médicis,restaurant,amenity=restaurant,,,50.8385577,4.4633861,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""restaurant"", ""name"": ""Le Médicis""}"
brussels,osm:node/305362377,Aston Martin,car-dealers,shop=car,,,50.8704883,4.4539157,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""name"": ""Aston Martin"", ""shop"": ""car""}"
brussels,osm:node/305362414,Garage G.M.J.,car-dealers,shop=car,,,50.8655229,4.4537105,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""name"": ""Garage G.M.J."", ""operator"": ""Citroën"", ""shop"": ""car""}"
brussels,osm:node/305362416,La Perle du Désert,restaurant,amenity=restaurant,,,50.8661866,4.453252,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""restaurant"", ""name"": ""La Perle du Désert""}"
brussels,osm:node/305362417,Station 3,restaurant,amenity=restaurant,,,50.8664184,4.4527514,,http://www.station3.be/,,WEBSITE_PRESENT,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""restaurant"", ""contact:website"": ""http://www.station3.be/"", ""name"": ""Station 3""}"
brussels,osm:node/305362418,Hoeylaerts,car-dealers,shop=car,,,50.8664606,4.4526086,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""name"": ""Hoeylaerts"", ""operator"": ""Opel"", ""shop"": ""car""}"
brussels,osm:node/305362420,Garage Van Ermen,car-dealers,shop=car,,,50.8683118,4.4518713,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""name"": ""Garage Van Ermen"", ""operator"": ""VW Audi"", ""shop"": ""car""}"
brussels,osm:node/305672451,Sporting Stella Artois,cafe,amenity=cafe,,,50.8658621,4.4411546,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""cafe"", ""name"": ""Sporting Stella Artois""}"
brussels,osm:node/305672458,Restaurant Sirtaki,restaurant,amenity=restaurant,123,,50.8660914,4.4419858,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""addr:housenumber"": ""123"", ""amenity"": ""restaurant"", ""name"": ""Restaurant Sirtaki""}"
brussels,osm:node/305672462,Stradur,restaurant,amenity=restaurant,,,50.8673783,4.4478478,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""restaurant"", ""name"": ""Stradur""}"
brussels,osm:node/305672463,Multipharma,pharmacy,amenity=pharmacy,,,50.8672985,4.4486772,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""pharmacy"", ""brand"": ""Multipharma"", ""healthcare"": ""pharmacy"", ""name"": ""Multipharma""}"
brussels,osm:node/306122013,Mamma Roma,restaurant,amenity=restaurant,,,50.8275767,4.3711196,+32 2 640 42 80,https://www.mammaroma.com,,WEBSITE_PRESENT,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""restaurant"", ""contact:phone"": ""+32 2 640 42 80"", ""contact:website"": ""https://www.mammaroma.com"", ""name"": ""Mamma Roma""}"
brussels,osm:node/307776773,SEAT D'Ieteren Center Zaventem,car-dealers,shop=car,,,50.8689237,4.4582593,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""brand"": ""Seat"", ""name"": ""SEAT D'Ieteren Center Zaventem"", ""operator"": ""SEAT D'Ieteren Center Zaventem"", ""shop"": ""car""}"
brussels,osm:node/307776784,Honda - Nissan,car-dealers,shop=car,,,50.8688651,4.463244,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""brand"": ""Honda"", ""name"": ""Honda - Nissan"", ""shop"": ""car""}"
brussels,osm:node/307776789,Global Village,restaurant,amenity=restaurant,,,50.870262,4.4635092,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""restaurant"", ""name"": ""Global Village""}"
brussels,osm:node/310744609,Domino's,fast-food,amenity=fast_food,Grote Daalstraat 2,1930,50.8789262,4.4727578,,https://www.dominos.be/,,WEBSITE_PRESENT,2026-08-19T11:26:31.713208+00:00,existing_duplicate,"source id, name/address, phone, or website matched existing listing",,"{""addr:housenumber"": ""2"", ""addr:postcode"": ""1930"", ""addr:street"": ""Grote Daalstraat"", ""amenity"": ""fast_food"", ""brand"": ""Domino's"", ""name"": ""Domino's"", ""website"": ""https://www.dominos.be/""}"
brussels,osm:node/311741074,Vandensteen Martens,pharmacy,amenity=pharmacy,,,50.8767295,4.4770281,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""pharmacy"", ""name"": ""Vandensteen Martens""}"
brussels,osm:node/311741388,La Perla,restaurant,amenity=restaurant,Leuvensesteenweg 496,1930,50.8717468,4.4763063,+32 2 310 53 23,https://www.ristorantelaperla.be/,,WEBSITE_PRESENT,2026-08-19T11:26:31.713208+00:00,clean,,,"{""addr:housenumber"": ""496"", ""addr:postcode"": ""1930"", ""addr:street"": ""Leuvensesteenweg"", ""amenity"": ""restaurant"", ""name"": ""La Perla"", ""phone"": ""+32 2 310 53 23"", ""website"": ""https://www.ristorantelaperla.be/""}"
brussels,osm:node/312461297,Sky Blue,bars-pubs,amenity=bar,,,50.8651224,4.4545691,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""bar"", ""name"": ""Sky Blue""}"
brussels,osm:node/312978400,Restaurant Sava,restaurant,amenity=restaurant,Steenokkerzeelstraat 127,,50.8882335,4.4743156,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""addr:housenumber"": ""127"", ""addr:street"": ""Steenokkerzeelstraat"", ""amenity"": ""restaurant"", ""name"": ""Restaurant Sava""}"
brussels,osm:node/313170114,Wils E.,pharmacy,amenity=pharmacy,,,50.8623465,4.463817,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""pharmacy"", ""healthcare"": ""pharmacy"", ""name"": ""Wils E.""}"
brussels,osm:node/315309544,Restaurant Lotus,restaurant,amenity=restaurant,,,50.8647703,4.4576332,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""amenity"": ""restaurant"", ""name"": ""Restaurant Lotus""}"
brussels,osm:node/316678878,'t Stal,bars-pubs,amenity=pub,Dorpstraat 40,1830,50.9135584,4.4371124,,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""addr:housenumber"": ""40"", ""addr:postcode"": ""1830"", ""addr:street"": ""Dorpstraat"", ""amenity"": ""pub"", ""name"": ""'t Stal""}"
brussels,osm:node/316679903,Ameloot,pharmacy,amenity=pharmacy,Woluwestraat 12,1830,50.9122435,4.4329297,+32 2 251 19 01,,,NO_WEBSITE,2026-08-19T11:26:31.713208+00:00,clean,,,"{""addr:housenumber"": ""12"", ""addr:postcode"": ""1830"", ""addr:street"": ""Woluwestraat"", ""amenity"": ""pharmacy"", ""healthcare"": ""pharmacy"", ""name"": ""Ameloot"", ""phone"": ""+32 2 251 19 01""}"
